caseid_new,marital_status,age,partner_age,education,partner_education,ethnicity,children,visits_relatives,gender,house,income,msa,rent,political,religion,work,lgbtq,success,age_diff_abs,gender_older,education_difference
1532631,married,63,48,less than high school,some college,"white, non-hispanic",1.0,4,male,a one-family house detached from any other house,"$30,000 to $34,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - self-employed,0,1.0,15,0,2
1537541,married,54,47,some college,bachelor's degree or higher,"white, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,7,0,1
1538731,married,73,71,bachelor's degree or higher,high school,"white, non-hispanic",0.0,4,male,a one-family house attached to one or more houses,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,2,0,2
1540693,divorced,69,42,some college,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$5,000 to $7,499",non-metro,owned or being bought by you or someone in your household,democrat,none,not working - other,0,0.0,27,0,1
1546505,never married,50,48,some college,bachelor's degree or higher,"white, non-hispanic",0.0,5,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - self-employed,0,1.0,2,1,1
1551231,married,23,32,less than high school,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house attached to one or more houses,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,none,not working - other,0,1.0,9,1,3
1552386,living with partner,38,41,bachelor's degree or higher,high school,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,jewish,working - self-employed,0,0.0,3,0,2
1553205,never married,20,23,some college,some college,"white, non-hispanic",0.0,3,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,0.0,3,0,0
1554466,living with partner,46,43,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,3,1,0
1559571,married,57,67,high school,bachelor's degree or higher,hispanic,0.0,3,male,a building with 2 or more apartments,"$40,000 to $49,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,10,1,2
1567444,separated,44,50,less than high school,some college,"2+ races, non-hispanic",0.0,9,female,a one-family house detached from any other house,"less than $5,000",metro,owned or being bought by you or someone in your household,democrat,none,not working - other,0,1.0,6,0,2
1571463,divorced,46,45,high school,less than high school,hispanic,0.0,0,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,none,working - as a paid employee,0,0.0,1,0,1
1573641,married,64,66,less than high school,bachelor's degree or higher,"other, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,other christian,not working - retired,0,1.0,2,0,3
1574481,married,48,45,high school,bachelor's degree or higher,"white, non-hispanic",1.0,0,male,a one-family house attached to one or more houses,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,3,0,2
1575691,married,69,73,less than high school,high school,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$15,000 to $19,999",non-metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,not working - retired,0,1.0,4,0,1
1577546,living with partner,54,34,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,male,a building with 2 or more apartments,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,jewish,not working - retired,0,1.0,20,0,1
1579693,divorced,69,67,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,4,male,a building with 2 or more apartments,"$20,000 to $24,999",metro,occupied without payment of cash rent,republican,jewish,not working - retired,0,1.0,2,0,0
1580691,married,69,61,high school,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,8,0,1
1582653,divorced,65,78,some college,bachelor's degree or higher,"white, non-hispanic",0.0,2,female,a building with 2 or more apartments,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,13,0,1
1584491,married,49,52,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,3,0,0
1586641,married,64,55,high school,less than high school,"white, non-hispanic",0.0,4,male,a mobile home,"$35,000 to $39,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,9,0,1
1588416,living with partner,41,38,high school,high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$20,000 to $24,999",non-metro,rented for cash,republican,other christian,working - as a paid employee,0,1.0,3,0,0
1590491,married,49,61,high school,bachelor's degree or higher,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$175,000 or more",non-metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,12,1,2
1591601,married,60,49,high school,some college,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,11,1,1
1599291,married,29,29,some college,some college,hispanic,0.0,0,male,a building with 2 or more apartments,"$75,000 to $84,999",metro,rented for cash,republican,mormon,working - as a paid employee,0,1.0,0,0,0
1600711,married,71,74,some college,high school,"white, non-hispanic",0.0,10,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,3,0,1
1601511,married,51,57,high school,high school,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,6,0,0
1602401,married,40,39,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,2,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,0.0,1,0,0
1603265,never married,26,27,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,1.0,1,0,0
1608266,living with partner,26,30,less than high school,high school,"white, non-hispanic",0.0,5,female,a one-family house detached from any other house,"$20,000 to $24,999",metro,rented for cash,democrat,baptist-any denomination,not working - other,0,1.0,4,0,1
1611503,divorced,50,60,bachelor's degree or higher,high school,"white, non-hispanic",0.0,0,female,a one-family house attached to one or more houses,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,jewish,working - as a paid employee,0,0.0,10,0,2
1613271,married,27,26,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,1,0,1
1617575,never married,57,61,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house attached to one or more houses,"$35,000 to $39,999",non-metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",working - self-employed,0,0.0,4,0,0
1619401,married,40,39,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,4,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,0
